300	3.093508e-01
400	1.168724e-01
500	2.618053e-01
600	3.562964e-01
700	4.222712e-01
800	4.706146e-01
900	5.073308e-01
1000	5.359969e-01
1100	5.588728e-01
1200	5.774543e-01
1300	5.927697e-01
1400	6.055479e-01
1500	6.163198e-01
1600	6.254804e-01
1700	6.333297e-01
1800	6.428677e-01
1900	6.633583e-01
2000	6.828004e-01
2100	7.012961e-01
2200	7.189331e-01
2300	7.357877e-01
2400	7.519265e-01
2500	7.674076e-01
